car_id,make,model,year,mileage,fuel_type,transmission,engine_power,body_type,price
471319022,Volkswagen,Passat,2016,113219,Diesel,A,140,C,419000
751319053,Dacia,Lodgy,2014,119629,Benzín,M,85,MPV,130000
771319051,Hyundai,I40,2015,72548,Diesel,M,104,C,280000
207304615,Renault,Megane,2015,89647,Benzín,M,85,C,175000
104318286,Kia,Sportage,2018,69929,Benzín,M,97,SUV,405000
174318291,Ford,Grand C Max,2012,214786,Diesel,M,103,MPV,130000
935318470,Skoda,Octavia,2016,199842,Diesel,M,81,S,204000
785319078,Audi,A4,2005,337916,Diesel,M,150,C,68000
135319089,Bmw,Rada 1,2012,264621,Diesel,M,105,H,145000
465319124,Skoda,Kodiaq,2017,74141,Benzín,A,110,SUV,485000
185318095,Seat,Leon,2015,171769,Diesel,M,135,C,262000
635319139,Skoda,Fabia,2019,46219,Benzín,M,55,C,220000
291318006,Volkswagen,Tiguan,2014,22073,Benzín,M,90,SUV,325000
547318630,Skoda,Superb,2020,143025,Diesel,A,140,C,500000
425317420,Renault,Scenic,2014,103097,Benzín,M,97,MPV,190000
785318077,Peugeot,3008,2014,145801,Diesel,M,84,MPV,200000
395319113,Fiat,500 L,2015,60319,,M,88,MPV,210000
386316515,Ford,Transit Custom,2014,131275,Diesel,M,74,V,254100
848317764,Seat,Leon,2017,97632,Benzín,M,92,C,335000
486318524,Skoda,Rapid,2014,156293,Benzín,M,77,H,198000
209318796,Skoda,Superb,2011,134837,Benzín,M,92,S,168000
269318802,Skoda,Superb,2020,84895,Benzín,A,140,S,580000
125319188,Opel,Astra,1999,324809,Diesel,M,50,C,18000
255319197,Ford,Mondeo,2009,203938,Diesel,M,103,C,85000
231319000,Volkswagen,Passat,2008,140685,Benzín,M,75,C,133000
989313888,Audi,A6,2013,175480,Diesel,A,180,S,358000
585317435,Peugeot,4008,2014,160750,Diesel,M,84,SUV,230000
725317450,Ford,Transit Custom,2019,100638,Diesel,M,96,V,446500
735319249,Bmw,Rada 3,2008,193785,Benzín,A,200,C,210000
981318074,Citroen,C4 Cactus,2015,128784,Benzín,M,81,H,174000
991318075,Citroen,C4 Aircross,2012,180392,Diesel,M,110,SUV,169000
786318478,Skoda,Octavia,2013,172246,Diesel,M,135,C,280000
290317907,Skoda,Octavia,2009,135324,Benzín,M,90,S,159000
465318122,Skoda,Octavia,2013,153290,Diesel,M,77,C,220000
786318480,Hyundai,I30,2021,34947,Benzín,M,88,C,348000
116318486,Citroen,Jumpy,2018,147054,Diesel,M,110,B,320700
496318525,Skoda,Yeti,2011,159239,Benzín,A,77,SUV,200000
506318526,Ford,S Max,2010,139169,Diesel,M,129,MPV,165000
787318579,Ford,Kuga,2013,68079,Benzín,M,110,SUV,260000
548318730,Skoda,Fabia,2008,160915,Diesel,M,77,C,100000
765319152,Skoda,Octavia,2013,167655,Diesel,M,77,C,220000
354319310,Skoda,Rapid,2014,153686,Benzín,M,63,H,168000
785318176,Seat,Arona,2019,64849,Benzín,A,85,SUV,375000
494319328,Skoda,Rapid,2015,74833,Benzín,M,66,H,219000
534319329,Bmw,Rada 3,2015,102190,Diesel,A,135,C,319000
764319352,Citroen,C3 Picasso,2014,84737,Benzín,M,88,MPV,150000
784319354,Audi,A6,2013,225532,Diesel,A,180,C,315000
487318624,Skoda,Fabia,2016,128330,Benzín,M,66,H,200000
977318671,Jeep,Renegade,2019,75794,Benzín,A,111,SUV,379000
864319362,Opel,Antara,2007,96100,Diesel,A,110,SUV,160000
954319371,Audi,A3,2008,135188,Diesel,M,125,H,185000
155318191,Kia,Soul,2009,138652,Benzín,M,93,H,108000
497318625,Ford,Mondeo,2010,162352,Diesel,M,120,C,125000
445319420,Renault,Megane,2013,110218,Benzín,M,85,H,115000
575319432,Skoda,Octavia,2013,144958,Benzín,A,132,C,253000
266318502,Bmw,Rada 3,2014,82466,Benzín,M,100,S,309000
331319009,Renault,Scenic,2009,299800,Diesel,M,78,MPV,55000
580299953,Ford,Focus,2010,152778,Benzín,M,92,H,109000
765313467,Peugeot,308,2019,27801,Benzín,A,96,H,335000
717317648,Volkswagen,Tiguan,2014,148306,Diesel,A,130,SUV,360000
235318099,Opel,Crossland X,2017,68279,Benzín,M,96,SUV,280000
316318507,Ford,Focus,2019,155254,Diesel,M,110,C,277000
766318552,Ford,Transit,2009,176953,Diesel,M,63,V,173000
927318668,Audi,A3,2008,147390,Benzín,M,75,H,130000
925319468,Peugeot,208,2016,38993,Benzín,M,50,H,125000
126318487,Skoda,Octavia,2019,128868,Diesel,A,85,S,320000
146319489,Skoda,Fabia,2004,67938,Benzín,M,40,H,37000
166319492,Skoda,Karoq,2018,171374,Diesel,M,85,SUV,355000
186319494,Skoda,Octavia,2006,193103,Benzín,M,75,S,40000
156319491,Skoda,Octavia,2016,184741,Diesel,M,81,S,195000
266319501,Nissan,Tiida,2009,183321,Benzín,M,81,S,65000
401318020,Kia,Sportage,2012,140450,Diesel,M,85,SUV,250000
598318737,Skoda,Roomster,2012,170544,Benzín,M,63,MPV,109000
595319435,Renault,Clio,2003,237700,Benzín,M,55,H,22000
586319534,Skoda,Fabia,2005,96728,Benzín,M,40,H,45000
546319530,Mazda,5,2013,204018,Diesel,M,85,MPV,105000
576319533,Skoda,Rapid,2015,120736,Diesel,M,85,H,195000
616319537,Toyota,Auris,2010,150758,Diesel,M,66,H,98000
184318293,Audi,Q3,2012,154202,Diesel,A,130,SUV,345000
706319547,Nissan,Qashqai,2012,217347,Benzín,M,86,SUV,145000
301318007,Volkswagen,Passat,2016,146155,Benzín,A,132,C,369000
736319549,Skoda,Superb,2017,140016,Diesel,A,140,C,469000
806319556,Citroen,C3,2017,68207,Benzín,M,60,H,206000
846319558,Fiat,Stilo,2003,139395,Benzín,M,76,C,35000
946319570,Hyundai,I20,2009,133881,Benzín,M,57,H,60000
976319575,Volkswagen,Passat,2016,97021,Diesel,A,140,C,460000
309318807,Seat,Tarraco,2019,16070,Benzín,A,140,SUV,720000
221318998,Volvo,V50,2007,201105,Diesel,M,80,C,58000
237319596,Ford,Galaxy,2013,182498,Diesel,A,103,MPV,220000
277319602,Citroen,Berlingo,2020,92520,Diesel,M,75,MPV,325000
607319637,Ford,Mondeo,2004,220830,Diesel,M,85,S,34000
657319636,Ford,Focus,2010,242906,Benzín,M,74,C,44000
487319624,Citroen,C3,2004,127539,Benzín,M,54,H,35000
357319611,Volkswagen,Sharan,2011,201169,Benzín,M,110,MPV,212000
727319648,Ford,C Max,2010,140182,Benzín,M,92,MPV,99000
857319661,Peugeot,Expert,2008,279371,Diesel,M,88,B,100000
887319664,Mercedes Benz,Trida M,2006,171680,Diesel,A,140,C,220000
877319663,Ford,Grand C Max,2018,199921,Diesel,M,70,MPV,203000
255318101,Peugeot,308,2018,111099,Diesel,M,96,C,269000
728318748,Volkswagen,Tiguan,2011,155317,Benzín,A,132,SUV,263000
128319690,Volkswagen,Passat,2018,106025,Diesel,A,110,C,385000
699318845,Hyundai,I30,2017,78203,Benzín,M,103,H,309000
448319721,Volkswagen,Passat,2006,190770,Benzín,A,184,C,93000
708319746,Ford,Focus,2008,191615,Diesel,M,66,C,58000
728319747,Hyundai,Matrix,2005,123721,Benzín,M,76,MPV,35000
779318853,Skoda,Octavia,2007,144101,Benzín,M,85,C,129000
501319026,Nissan,Qashqai,2015,138849,Diesel,M,96,SUV,325000
685318244,Kia,Sportage,2017,106351,Diesel,M,85,SUV,348000
789319780,Hyundai,I30,2023,9575,Benzín,M,117,C,499000
789319779,Fiat,500 L,2013,159732,Benzín,M,77,MPV,125000
789319776,Skoda,Octavia,2010,261048,Diesel,M,77,S,80000
209319796,Citroen,C5,2011,258626,Diesel,M,103,C,75000
279319803,Ford,Kuga,2013,141147,Diesel,A,120,MPV,267000
539319829,Subaru,Legacy,2004,218913,Benzín,A,121,C,94000
589319833,Volkswagen,Golf,2023,49979,Benzín,A,81,C,470000
659319841,Renault,Clio,2009,100558,Benzín,M,55,H,40000
709319846,Volkswagen,Sharan,2010,279309,Diesel,A,104,MPV,209000
749319850,Opel,Meriva,2006,189622,Benzín,M,77,MPV,49000
825319158,Renault,Laguna,2008,187336,Diesel,M,110,C,63000
780319883,Volkswagen,Passat Cc,2009,147386,Benzín,M,147,S,180000
100319886,Volkswagen,Passat,2016,227410,Benzín,A,132,C,280000
180319894,Opel,Meriva,2008,182799,,M,66,MPV,47000
629311856,Skoda,Octavia,2017,183978,Diesel,M,85,C,224000
854312379,Peugeot,508,2016,202325,Diesel,A,133,C,240000
340319910,Skoda,Superb,2017,163028,Diesel,A,140,C,420000
370319913,Opel,Astra,2010,146383,Benzín,M,103,H,82000
430319919,Suzuki,Vitara,2016,176996,Benzín,M,88,SUV,259000
450319920,Audi,Q5,2009,201215,Diesel,A,176,SUV,234000
490319925,Skoda,Roomster,2013,157242,Benzín,M,77,MPV,149000
570319933,Skoda,Superb,2008,202958,Diesel,M,103,S,152000
590319936,Volkswagen,Golf,2013,73060,Benzín,A,103,H,298000
580319934,Hyundai,I30,2018,110504,Benzín,A,103,C,320000
467318622,Ford,Mondeo,2012,159442,Diesel,M,103,C,150000
911319067,Ford,Mondeo,2009,166213,Diesel,M,129,C,150000
476300542,Skoda,Octavia,2020,168832,Diesel,M,85,C,330000
720319946,Hyundai,Atos,2007,102121,Benzín,M,46,H,40000
870319963,Citroen,C3 Picasso,2010,76322,Benzín,M,88,MPV,150000
171318993,Volkswagen,Tiguan Allspace,2023,29666,Diesel,A,110,SUV,800000
457318621,Ssangyong,Korando,2014,143581,Diesel,A,129,SUV,200000
405319118,Volkswagen,Passat,2012,122267,Benzín,M,90,S,228000
475305444,Skoda,Octavia,2019,168421,Diesel,A,85,C,325000
239318799,Skoda,Karoq,2018,145397,Diesel,A,85,SUV,425000
960319971,Opel,Vectra,2007,206539,Benzín,M,103,H,55000
161319993,Bmw,Rada 3,2006,262022,Diesel,M,120,C,85000
281320006,Skoda,Superb,2015,284733,Diesel,A,103,C,199000
785319179,Opel,Crossland X,2017,83120,Benzín,A,81,SUV,289000
670319943,Skoda,Octavia,2018,293725,Benzín,M,110,S,190000
361320012,Mazda,6,2010,139782,Benzín,M,114,C,179000
401320016,Ford,Focus,2008,199239,Diesel,M,85,H,59000
778318753,Volkswagen,Golf,2009,52552,Benzín,M,90,H,215000
421320018,Mercedes Benz,Trida A,2006,173235,Benzín,M,80,C,59000
868318763,Mercedes Benz,Trida C,2008,195974,Diesel,A,165,C,193000
505316230,Renault,Talisman,2016,220962,Diesel,A,118,C,230000
755319153,Skoda,Scala,2019,96213,Diesel,A,85,H,365000
497316626,Jeep,Compass,2013,89343,Diesel,M,120,SUV,250000
360300930,Mazda,6,2011,152479,Benzín,M,114,C,155000
661319042,Ford,Transit Custom,2016,184526,Diesel,M,125,V,305000
394319314,Chevrolet,Aveo,2011,41389,Benzín,M,74,H,115000
168319691,Audi,A3,2012,84855,Benzín,M,92,H,245000
751320051,Skoda,Fabia,2008,164550,Benzín,M,51,C,79000
785320081,Kia,Sportage,2018,98468,Benzín,A,130,SUV,399000
335319111,Volkswagen,Golf,2009,104385,Benzín,M,59,C,160000
584319333,Citroen,C3,2021,59115,Benzín,M,81,H,293000
235320099,Skoda,Octavia,2015,113055,Diesel,A,110,S,270000
205317199,Mercedes Benz,Trida C,2015,126870,Diesel,A,100,C,405000
689318844,Skoda,Fabia,2020,94505,Benzín,M,70,C,259000
375320113,Volkswagen,Passat,2009,245700,Benzín,M,90,C,76000
435320118,Hyundai,I30,2017,115192,Diesel,A,81,H,240000
897319665,Skoda,Octavia,2015,197806,Diesel,M,77,C,208000
907319666,Skoda,Rapid,2018,110114,Benzín,M,70,S,240000
785318082,Skoda,Yeti,2015,188683,Benzín,M,77,SUV,210000
515319227,Bmw,X3,2011,180684,Diesel,A,135,SUV,265000
527310645,Ford,Transit Connect,2019,75813,Diesel,M,88,,326700
295320105,Kia,Carens,2007,144368,Benzín,M,106,C,70000
615320136,Skoda,Rapid,2014,159665,Benzín,M,77,H,169000
685320144,Ford,S Max,2008,268590,Diesel,M,103,MPV,75000
763320152,Skoda,Fabia,2012,87211,Benzín,M,63,C,100000
795320155,Bmw,Rada 3,2015,228895,Diesel,M,140,C,265000
815320157,Dacia,Sandero,2019,69028,Benzín,M,54,H,165000
540316931,Renault,Kangoo,2020,106844,Diesel,M,70,MPV,246100
441320020,Skoda,Fabia,2014,93624,Benzín,M,66,H,210000
785320185,Volkswagen,Transporter,2016,210785,Diesel,M,62,B,385000
185320194,Bmw,Rada 5,2012,246263,Diesel,M,160,C,189000
437318619,Peugeot,2008,2014,92592,Benzín,M,88,SUV,190000
888318764,Renault,Espace,2017,83103,Diesel,A,118,MPV,365000
205320196,Mercedes Benz,Trida C,2012,183147,Benzín,M,115,C,193000
785320184,Skoda,Octavia,2018,231068,Diesel,M,85,C,214000
275320203,Ford,Mondeo,2010,382087,Diesel,M,92,C,47000
445320221,Toyota,Avensis,2008,249300,Diesel,M,130,C,72000
455320220,Ford,Kuga,2013,151661,Diesel,A,120,SUV,285000
425320215,Ford,Focus,2021,87112,Benzín,A,110,C,405000
525320228,Skoda,Octavia,2014,304201,Diesel,A,110,C,182000
535320229,Skoda,Octavia,2006,224517,Benzín,M,75,C,62000
555320231,Opel,Insignia,2018,182645,Diesel,A,125,C,289000
265320201,Subaru,Xv,2017,169124,Benzín,A,110,SUV,330000
345320210,Skoda,Octavia,2010,183151,Diesel,A,125,C,200000
386319513,Renault,Kangoo,2020,112757,Diesel,M,70,MPV,251200
335320209,Hyundai,I30,2019,22500,Benzín,M,103,H,385000
658318741,Volkswagen,Tiguan,2012,136105,Benzín,M,110,SUV,265000
855319461,Skoda,Rapid,2013,111696,Diesel,M,77,S,169000
800319956,Skoda,Fabia,2011,155332,Benzín,M,63,C,120000
329308828,Volkswagen,Passat,2019,112878,Diesel,A,88,C,400000
785319185,Opel,Insignia,2018,161728,Diesel,M,125,C,299000
845320260,Skoda,Octavia,2012,126170,Benzín,M,75,C,140000
935320269,Volvo,S80,2007,114033,Benzín,A,175,S,169000
755320251,Renault,Scenic,2018,125862,Diesel,A,118,MPV,320000
835319459,Kia,Ceed,2018,148420,Benzín,M,73,H,229000
404320316,Ford,Fiesta,2010,148974,Benzín,M,44,H,59000
975320273,Skoda,Rapid,2015,159485,Benzín,M,66,H,225000
564320333,Volkswagen,Golf,2011,115956,Benzín,M,63,H,134000
584320334,Seat,Leon,2016,103319,Benzín,M,110,C,330000
604320336,Bmw,Rada 5,2011,199395,Diesel,A,190,C,249000
744320351,Mazda,Cx 9,2010,229331,Benzín,A,204,SUV,190000
854320361,Renault,Thalia,2005,183611,Benzín,M,72,S,25000
109319786,Volkswagen,Passat,2015,142538,Diesel,A,110,S,350000
455320421,Skoda,Octavia,2010,273484,Diesel,M,77,C,94000
690319945,Kia,Ceed,2015,49627,Benzín,M,99,H,230000
788319676,Hyundai,Getz,2008,57517,Benzín,M,49,H,56000
561319032,Opel,Zafira,2012,173498,Benzín,M,103,MPV,144000
685320444,Mercedes Benz,Clk,2002,206577,Benzín,M,125,CPE,85000
695320447,Mini,Cooper,2015,97494,Benzín,M,100,H,265000
258319701,Volkswagen,Golf,2010,154559,Benzín,M,77,H,150000
715320446,Ford,Focus,2017,155584,Benzín,M,77,C,190000
735320449,Toyota,Verso,2012,149670,Diesel,M,93,MPV,162000
825320458,Renault,Megane,2008,236897,Benzín,M,82,C,40000
965320473,Volkswagen,Touran,2007,177305,Diesel,M,103,MPV,132000
786320477,Skoda,Roomster,2010,182183,Benzín,M,51,MPV,65000
269319802,Renault,Clio,2018,75043,Benzín,M,54,C,180000
561320031,Skoda,Octavia,2013,137187,Benzín,M,77,S,190000
786320478,Renault,Megane,2013,145152,Benzín,M,85,C,108000
116320486,Dacia,Logan,2017,73436,Benzín,M,54,S,103000
521320029,Skoda,Rapid,2017,160230,Diesel,M,66,S,182000
601320036,Skoda,Rapid,2015,204897,Diesel,M,66,S,150000
261320002,Skoda,Octavia,2017,136257,Diesel,M,85,C,263000
787319585,Skoda,Fabia,2019,96249,Benzín,M,70,C,250000
667319642,Citroen,Berlingo,2018,105983,Benzín,M,81,MPV,308600
336320509,Peugeot,Boxer,2018,187507,Diesel,M,96,V,314600
258318701,Renault,Scenic,2013,168312,Diesel,M,96,MPV,166000
415319217,Citroen,Ds3,2010,139364,Benzín,M,88,H,128000
606320536,Nissan,Qashqai,2017,89675,Benzín,M,85,SUV,267000
686320545,Volkswagen,Golf,2017,219396,Diesel,M,85,C,200000
746320550,Volkswagen,Golf,2012,152159,Benzín,M,77,H,109000
375319114,Ford,Kuga,2015,172747,Diesel,M,110,SUV,265000
810319957,Skoda,Kodiaq,2018,120381,Diesel,A,140,SUV,605000
230303918,Skoda,Yeti,2013,203731,Diesel,A,103,SUV,195000
787320577,Renault,Scenic,2011,202499,Diesel,A,81,MPV,114000
121319988,Skoda,Octavia,2016,197000,Diesel,M,81,S,233000
905320165,Citroen,C3,2017,66056,Benzín,M,60,H,208000
817319657,Skoda,Rapid,2014,107800,Benzín,A,90,H,245000
781319977,Skoda,Fabia,2020,144215,Benzín,M,81,C,229000
127320589,Skoda,Octavia,2016,191373,Diesel,A,135,C,334000
187320595,Ford,Transit Custom,2015,118209,Diesel,M,74,B,395000
427320616,Bmw,Rada 3,2013,270767,Diesel,A,135,C,210000
487320624,Renault,Scenic,2004,210014,Benzín,M,99,MPV,44000
537320629,Toyota,Corolla,2024,523,Benzín,A,92,S,499000
417320620,Ford,Ecosport,2020,23929,Benzín,M,92,SUV,309000
607320636,Volkswagen,Transporter,2006,226299,Diesel,A,96,B,195000
617320637,Ford,Mondeo,2004,123360,Benzín,M,81,S,59000
657320641,Kia,Sportage,2021,39398,Benzín,A,130,SUV,534000
118319687,Ford,Mondeo,2009,164652,Diesel,M,129,C,149000
665320139,Opel,Insignia,2021,145024,Diesel,A,128,C,410000
397320615,Ford,Transit Custom,2013,159161,Diesel,M,74,B,358000
945312488,Peugeot,Boxer,2021,191450,Diesel,M,88,V,290400
238320699,Toyota,Auris,2013,137986,Diesel,M,91,C,213000
128320688,Honda,Accord,2009,171406,Diesel,M,110,C,149000
278320702,Hyundai,I20,2021,50122,Benzín,M,73,H,329000
945320170,Skoda,Fabia,2019,133260,Benzín,M,70,C,245000
910309986,Volkswagen,Passat,2019,153857,Diesel,A,140,C,427000
785318183,Ford,Transit Custom,2019,131357,Diesel,M,77,B,494900
748319750,Seat,Ibiza,2009,168952,Benzín,M,51,H,62000
791320055,Citroen,Ds4,2012,106654,Benzín,M,88,H,157000
947319670,Kia,Carens,2015,112420,Diesel,M,100,MPV,255000
438319722,Volkswagen,Up,2013,131161,Benzín,M,44,H,134000
568320732,Volkswagen,Golf,2015,206073,Diesel,A,135,C,311000
758319751,Seat,Altea,2007,97620,Benzín,M,75,H,129000
165320192,Mitsubishi,Asx,2011,77009,Benzín,M,86,SUV,218000
518320727,Kia,Ceed,2016,89950,Benzín,M,73,H,189000
658320741,Renault,Thalia,2003,97599,Benzín,M,55,S,32000
399303833,Bmw,X1,2010,207369,Diesel,A,130,SUV,200000
415319117,Peugeot,3008,2014,175511,Diesel,A,84,MPV,185000
668320743,Peugeot,307,2006,165574,Benzín,M,65,H,49000
811320058,Skoda,Fabia,2015,96002,Benzín,M,66,C,223000
788320677,Opel,Corsa,2011,87300,Benzín,M,63,H,89000
698320745,Renault,Megane,2011,157975,Diesel,M,96,C,132000
838320759,Mazda,3,2020,50526,Benzín,A,90,H,405000
898320765,Skoda,Octavia,2014,257822,Diesel,A,110,C,180000
878320763,Bmw,Rada 1,2012,176556,Diesel,A,135,H,280000
998320775,Volkswagen,Passat,2009,181338,Benzín,M,90,C,109000
789320778,Skoda,Octavia,2020,151327,Diesel,M,85,S,359000
219320795,Dacia,Logan,2008,195785,Benzín,M,55,S,32000
289320804,Opel,Astra,2018,81342,Benzín,M,147,H,290000
329320808,Skoda,Octavia,2018,216474,Diesel,M,85,C,229000
789320780,Citroen,Berlingo,2015,97406,Diesel,M,73,MPV,190000
439320819,Renault,Thalia,2005,103505,Benzín,M,72,S,42000
679320843,Volkswagen,Polo,2006,143369,Benzín,M,40,H,46000
749320849,Citroen,Xsara Picasso,2008,176005,Diesel,M,80,MPV,45000
335317409,Mercedes Benz,Vito,2018,182949,Diesel,A,100,V,369100
868319762,Kia,Ceed,2013,102317,Benzín,M,73,C,180000
908319766,Toyota,Avensis,2005,154039,Benzín,M,95,C,99000
469319822,Audi,A3,2006,137220,Benzín,M,75,H,135000
890319966,Nissan,Qashqai,2013,116800,Diesel,M,96,SUV,285000
270320903,Volkswagen,Touran,2008,238000,Diesel,A,103,MPV,129000
370320912,Subaru,Impreza,2012,174509,Benzín,M,84,H,157000
599319836,Volkswagen,Tiguan,2017,163732,Diesel,A,140,SUV,500000
655320142,Volkswagen,Golf,2011,117531,Benzín,M,90,H,172000
440320920,Volvo,S60,2013,202122,Diesel,A,158,S,280000
480320924,Skoda,Yeti,2014,74550,,A,77,SUV,248000
445320420,Skoda,Fabia,2017,117351,Benzín,M,66,C,182000
560320932,Bmw,X3,2015,157039,Diesel,A,140,SUV,435000
394315321,Audi,A4,2016,163617,Diesel,A,140,C,448000
590320935,Kia,Ceed,2017,36276,Benzín,A,99,H,305000
630320939,Skoda,Fabia,2009,157414,Diesel,M,59,C,100000
795318455,Audi,A4 Allroad,2013,193729,Diesel,A,130,C,289000
322320108,Opel,Astra,2008,128144,Benzín,M,66,C,53000
517319627,Citroen,C3 Picasso,2012,178928,Diesel,M,68,MPV,93000
576320533,Skoda,Fabia,2014,165152,Benzín,M,63,H,157000
330320909,Skoda,Octavia,2017,247618,Diesel,M,66,S,192000
430320918,Skoda,Octavia,2018,198882,Diesel,M,85,S,233000
575320132,Ford,Transit,2018,103670,Diesel,M,77,V,387200
927320669,Skoda,Octavia,2020,168182,Diesel,A,110,C,389000
540320929,Seat,Leon,2016,190046,Diesel,M,135,C,220000
840320960,Ford,Transit,2013,222463,Diesel,M,74,V,163400
774317354,Chevrolet,Captiva,2012,150404,Diesel,A,135,SUV,180000
595320135,Honda,Accord,2012,164797,Benzín,M,115,S,229000
876320563,Volkswagen,Touran,2012,171532,Diesel,A,103,MPV,250000
787320583,Volkswagen,Passat,2011,200711,Diesel,M,103,C,214000
121320988,Mitsubishi,Pajero,2016,154135,Diesel,A,140,SUV,510000
350320913,Volkswagen,Golf,2008,165176,Benzín,M,90,H,119000
211320997,Peugeot,5008,2011,166190,Diesel,M,110,MPV,150000
261321003,Skoda,Fabia,2011,113219,Benzín,M,44,H,75000
301321006,Skoda,Octavia,2010,161052,Benzín,M,77,S,109000
371321012,Ford,Focus,2002,171444,Benzín,M,74,H,37000
161320992,Peugeot,208,2016,38172,Benzín,M,60,H,163000
401321016,Renault,Megane,2020,33353,Benzín,M,103,S,335000
411321017,Ford,Ecosport,2015,38060,Benzín,M,92,SUV,257000
451321021,Peugeot,2008,2017,55013,Benzín,M,60,SUV,199000
871319062,Audi,Q5,2012,151580,Diesel,A,176,SUV,375000
997319675,Kia,Ceed,2013,107155,Benzín,M,99,C,210000
208319696,Dacia,Duster,2011,183670,Benzín,M,77,SUV,149000
368319714,Nissan,Juke,2013,104327,Benzín,M,86,SUV,200000
459319821,Nissan,Qashqai,2016,92185,Benzín,M,120,SUV,330000
326319508,Skoda,Octavia,2021,160323,Diesel,M,85,C,378000
509307846,Skoda,Kodiaq,2024,7068,Diesel,A,142,SUV,1159000
170320894,Hyundai,I20,2013,87015,Benzín,M,63,H,118000
991321075,Ford,Focus,2010,209105,Diesel,M,80,C,75000
891321064,Renault,Megane,2019,122422,Diesel,M,66,C,240000
785321079,Hyundai,I30,2020,60249,Benzín,M,117,C,375000
175321093,Skoda,Octavia,2014,179914,Diesel,A,110,C,240000
707320646,Skoda,Rapid,2015,188454,Diesel,M,66,H,160000
787320581,Skoda,Fabia,2013,102296,Benzín,M,44,H,142000
921321068,Hyundai,Tucson,2015,137200,Diesel,M,100,SUV,349000
590307953,Skoda,Superb,2024,6612,Diesel,A,142,S,1138000
181319994,Volkswagen,Touran,2009,153422,Diesel,M,77,MPV,165000
680307962,Skoda,Superb,2024,8268,Diesel,A,142,S,1115000
395321115,Skoda,Superb,2015,192730,Diesel,A,110,S,309000
785320082,Ford,Mondeo,2008,187582,Diesel,M,103,C,114000
935320168,Ford,Focus,2010,135405,Benzín,M,92,C,110000
501321026,Ford,Focus,2008,157638,Benzín,M,92,H,92000
671320043,Volkswagen,Polo,2017,96047,Benzín,M,44,H,240000
275320403,Volkswagen,Golf,2009,161819,Benzín,M,59,H,130000
815320457,Seat,Leon,2016,75222,Benzín,M,110,C,329000
690320946,Skoda,Octavia,2020,90237,Benzín,M,110,C,470000
785321080,Volkswagen,Golf,2017,138362,Benzín,M,92,H,290000
781319984,Skoda,Octavia,2011,131056,Diesel,M,77,S,150000
395320414,Audi,A4,2007,198024,Diesel,M,85,S,130000
525320426,Citroen,C5,2013,93454,Diesel,M,84,S,160000
677320643,Hyundai,Tucson,2020,42263,Diesel,A,100,SUV,498000
545321130,Renault,Clio,2018,45039,Benzín,M,54,H,200000
735321150,Volkswagen,Passat,2016,237440,Diesel,M,140,C,290000
216318495,Skoda,Octavia,2009,211620,Benzín,M,90,C,105000
605321137,Skoda,Superb,2015,269185,Diesel,M,110,S,279000
765321152,Kia,Sportage,2013,228881,Diesel,M,85,SUV,180000
845321160,Mini,Cooper,2008,242783,Diesel,M,80,H,85000
905321167,Mazda,Cx 3,2017,231384,Diesel,M,77,SUV,210000
925321169,Mitsubishi,Asx,2017,134282,Diesel,M,84,SUV,290000
658319741,Bmw,Rada 5,2004,145071,Benzín,A,141,S,160000
750319951,Kia,Ceed,2015,128446,,M,99,H,210000
897320665,Volvo,V40,2015,157829,Diesel,M,84,H,200000
285321104,Skoda,Octavia,2017,168072,Diesel,A,110,C,370000
785321180,Skoda,Rapid,2013,113216,Diesel,M,77,S,179000
125321188,Toyota,Rav4,2009,289231,Diesel,M,110,SUV,90000
165321191,Peugeot,5008,2016,192962,Diesel,A,88,MPV,190000
176320495,Opel,Insignia,2020,103307,Diesel,A,128,C,449000
785321182,Opel,Insignia,2019,112788,Diesel,A,154,C,425000
374319313,Skoda,Superb,2016,187763,Diesel,M,110,C,355000
505320126,Audi,A3,2016,171215,Diesel,M,110,S,346000
578320733,Peugeot,308,2019,73366,Diesel,M,96,C,270000
814318357,Volvo,V60,2012,182348,Diesel,A,158,C,212000
475321222,Skoda,Fabia,2008,163322,Benzín,M,51,C,100000
615321239,Volkswagen,Golf,2011,154932,Benzín,M,77,C,120000
880320964,Renault,Megane,2007,207308,Benzín,M,82,C,42000
675321242,Audi,A4 Allroad,2009,279098,Diesel,A,176,C,214000
765321252,Toyota,Corolla,2005,80441,Benzín,M,81,H,103000
785321254,Citroen,C3,2018,61300,Benzín,M,60,H,210000
815321256,Peugeot,2008,2013,65137,Benzín,M,60,SUV,158000
845321260,Kia,Rio,2008,203569,Benzín,M,71,H,32000
855321261,Audi,A4,2005,154690,Diesel,A,185,S,135000
895321264,Skoda,Octavia,2016,143262,Diesel,M,81,S,214000
935321270,Skoda,Octavia,2007,315252,Diesel,M,100,S,70000
784321277,Peugeot,3008,2014,223404,Diesel,A,84,MPV,135000
784321283,Skoda,Octavia,2011,109930,Benzín,M,90,S,159000
784321282,Citroen,Berlingo,2019,149637,Diesel,M,73,,213000
114321287,Peugeot,308,2016,181018,Diesel,M,110,C,219000
457320622,Ford,Mondeo,2014,161232,Diesel,M,147,C,188000
345321109,Peugeot,308,2021,63670,Diesel,M,96,C,294000
274321303,Audi,A4,2011,190212,Diesel,M,88,C,200000
344321310,Skoda,Octavia,2014,158811,Diesel,M,77,S,180000
